LCR	DESC	DATETIME	NO	LOCATION
71A	Traffic/DWI (Driving While Impaired)	4/24/2015 1:01	P15021697	"(35.80417834920425, -78.62002184264318)"
71A	Traffic/DWI (Driving While Impaired)	4/23/2015 21:42	P15021665	"(35.7658800961352, -78.6369282192137)"
71A	Traffic/DWI (Driving While Impaired)	4/23/2015 19:58	P15021647	"(35.91944200033241, -78.7352160642013)"
71A	Traffic/DWI (Driving While Impaired)	4/23/2015 2:02	P15021490	"(35.79675892881142, -78.65611276281079)"
71A	Traffic/DWI (Driving While Impaired)	4/22/2015 6:00	P15021290	"(35.76622206127591, -78.73492997445823)"
71A	Traffic/DWI (Driving While Impaired)	4/22/2015 0:19	P15021281	"(35.81291919611681, -78.54419561790628)"
71A	Traffic/DWI (Driving While Impaired)	4/21/2015 20:40	P15021251	"(35.90216190615859, -78.79018669731089)"
71A	Traffic/DWI (Driving While Impaired)	4/21/2015 1:24	P15021068	"(35.77831742655087, -78.68818655512362)"
71A	Traffic/DWI (Driving While Impaired)	4/20/2015 22:57	P15021049	"(35.923266546000036, -78.57468579799996)"
71A	Traffic/DWI (Driving While Impaired)	4/20/2015 20:17	P15021064	"(35.80017504741737, -78.68382488484043)"
71A	Traffic/DWI (Driving While Impaired)	4/20/2015 19:12	P15021026	"(35.92769241318346, -78.60550975606827)"
71A	Traffic/DWI (Driving While Impaired)	4/19/2015 23:48	P15020815	"(35.74877665208264, -78.64860295258215)"
71A	Traffic/DWI (Driving While Impaired)	4/19/2015 21:09	P15020790	"(35.79027927688717, -78.7390557634425)"
71A	Traffic/DWI (Driving While Impaired)	4/19/2015 5:29	P15020696	"(35.77768780978996, -78.5612344113821)"
71A	Traffic/DWI (Driving While Impaired)	4/19/2015 2:43	P15020678	"(35.808001761631274, -78.62623731780434)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 23:52	P15020694	"(35.81841888048098, -78.69356527503469)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 18:45	P15020623	"(35.83907682410108, -78.54286722078592)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 5:56	P15020516	"(35.85234759141329, -78.57641774819889)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 4:10	P15020518	"(35.76081276572638, -78.65075758990578)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 2:52	P15020490	"(35.80191662670384, -78.62877264487385)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 2:30	P15020488	"(35.84668821472632, -78.56507459572259)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 2:19	P15020486	"(35.83260163562582, -78.58414519159295)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 1:46	P15020508	"(35.90202228151976, -78.80826867332362)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 1:41	P15020481	"(35.8580225288066, -78.60106340660147)"
71A	Traffic/DWI (Driving While Impaired)	4/18/2015 1:34	P15020483	"(35.86747654680892, -78.58187166363437)"
71A	Traffic/DWI (Driving While Impaired)	4/17/2015 3:36	P15020284	"(35.767446975844024, -78.57412036575082)"
71A	Traffic/DWI (Driving While Impaired)	4/17/2015 2:24	P15020280	"(35.803420351162345, -78.62580942191963)"
71A	Traffic/DWI (Driving While Impaired)	4/17/2015 2:17	P15020281	"(35.79753107641537, -78.5630244775105)"
71A	Traffic/DWI (Driving While Impaired)	4/16/2015 23:51	P15020271	"(35.76471281386609, -78.64895164792964)"
71A	Traffic/DWI (Driving While Impaired)	4/16/2015 21:26	P15020247	"(35.85220908280352, -78.58064720719565)"
71A	Traffic/DWI (Driving While Impaired)	4/16/2015 21:15	P15020236	"(35.7781032430895, -78.73157116123829)"
71A	Traffic/DWI (Driving While Impaired)	4/16/2015 4:10	P15020084	"(35.79499029505891, -78.6917782545834)"
71A	Traffic/DWI (Driving While Impaired)	4/16/2015 1:44	P15020079	"(35.78163310865977, -78.64917165212378)"
71A	Traffic/DWI (Driving While Impaired)	4/15/2015 21:08	P15020058	"(35.86521525895437, -78.66922564632563)"
71A	Traffic/DWI (Driving While Impaired)	4/15/2015 1:35	P15019840	"(35.8030048929455, -78.59479066834318)"
71A	Traffic/DWI (Driving While Impaired)	4/14/2015 8:33	P15019657	"(35.83592610762361, -78.62647319407303)"
71A	Traffic/DWI (Driving While Impaired)	4/14/2015 4:44	P15019632	"(35.7897552469836, -78.6758945714285)"
71A	Traffic/DWI (Driving While Impaired)	4/14/2015 2:34	P15019621	"(35.85679795299352, -78.71132846470931)"
71A	Traffic/DWI (Driving While Impaired)	4/13/2015 22:46	P15019601	"(35.85622371377144, -78.64167617427879)"
71A	Traffic/DWI (Driving While Impaired)	4/13/2015 13:03	P15019489	"(35.86393617367779, -78.57153067605601)"
71A	Traffic/DWI (Driving While Impaired)	4/13/2015 3:16	P15019409	"(35.82278440863842, -78.60922601425817)"
71A	Traffic/DWI (Driving While Impaired)	4/13/2015 3:09	P15019412	"(35.76829957246124, -78.6168078179708)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 22:48	P15019389	"(35.88665779686933, -78.59042827577815)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 22:14	P15019381	"(35.83323423241823, -78.60250849406042)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 9:00	P15019279	"(35.796658301788426, -78.58130016248056)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 5:36	P15019270	"(35.78611657919763, -78.6456469769585)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 4:42	P15019263	"(35.76480179309824, -78.55843607755982)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 3:39	P15019271	"(35.85889615721387, -78.68072324425943)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 2:49	P15019266	"(35.78818971199392, -78.64717005342011)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 2:22	P15019237	"(35.85623710758068, -78.64221941095747)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 2:02	P15019238	"(35.84992342024993, -78.57992784591144)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 1:48	P15019240	"(35.89042109600007, -78.55380908899997)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 1:30	P15019235	"(35.77957570025736, -78.6215070502815)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 1:26	P15019234	"(35.77505381233813, -78.65713926876238)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 0:53	P15019230	"(35.80018947409394, -78.60835349618256)"
71A	Traffic/DWI (Driving While Impaired)	4/12/2015 0:21	P15019225	"(35.76787941668005, -78.63133449351439)"
71A	Traffic/DWI (Driving While Impaired)	4/11/2015 23:12	P15019212	"(35.85223679808068, -78.57617084472147)"
71A	Traffic/DWI (Driving While Impaired)	4/11/2015 5:30	P15019070	"(35.87092581272502, -78.5807130080347)"
71A	Traffic/DWI (Driving While Impaired)	4/11/2015 4:32	P15019064	"(35.839727709415314, -78.60774314682592)"
71A	Traffic/DWI (Driving While Impaired)	4/11/2015 3:34	P15019073	"(35.79666681845055, -78.58088855177198)"
71A	Traffic/DWI (Driving While Impaired)	4/11/2015 3:12	P15019060	"(35.82859754396994, -78.58526977029861)"
71A	Traffic/DWI (Driving While Impaired)	4/11/2015 2:51	P15019068	"(35.816585099024316, -78.66020528593442)"
71A	Traffic/DWI (Driving While Impaired)	4/11/2015 2:44	P15019057	"(35.77079397777346, -78.72222194591542)"
71A	Traffic/DWI (Driving While Impaired)	4/10/2015 18:09	P15018962	"(35.89722147894464, -78.59914817147423)"
71A	Traffic/DWI (Driving While Impaired)	4/10/2015 3:37	P15018811	"(35.911746017034794, -78.78268505668434)"
71A	Traffic/DWI (Driving While Impaired)	4/10/2015 3:15	P15018806	"(35.873059938339196, -78.68012675005346)"
71A	Traffic/DWI (Driving While Impaired)	4/10/2015 3:02	P15018817	"(35.835538419915224, -78.58233551003418)"
71A	Traffic/DWI (Driving While Impaired)	4/10/2015 0:22	P15018800	"(35.804628954270754, -78.64676693056717)"
71A	Traffic/DWI (Driving While Impaired)	4/9/2015 7:47	P15018604	"(35.80476054181742, -78.64598832190224)"
71A	Traffic/DWI (Driving While Impaired)	4/9/2015 3:20	P15018590	"(35.86209974561182, -78.67927128936567)"
71A	Traffic/DWI (Driving While Impaired)	4/9/2015 2:26	P15018588	"(35.779810091862814, -78.63814464032082)"
71A	Traffic/DWI (Driving While Impaired)	4/9/2015 0:00	P15018586	"(35.87267484795389, -78.6796713446802)"
71A	Traffic/DWI (Driving While Impaired)	4/8/2015 23:32	P15018579	"(35.913137307966736, -78.78129086299616)"
71A	Traffic/DWI (Driving While Impaired)	4/8/2015 4:23	P15018395	"(35.770602854771724, -78.62012277241102)"
71A	Traffic/DWI (Driving While Impaired)	4/8/2015 0:36	P15018378	"(35.78335658865493, -78.68265685674174)"
71A	Traffic/DWI (Driving While Impaired)	4/7/2015 4:36	P15018167	"(35.875619060710676, -78.54057117144713)"
71A	Traffic/DWI (Driving While Impaired)	4/7/2015 1:12	P15018163	"(35.88263788384824, -78.73854772508592)"
71A	Traffic/DWI (Driving While Impaired)	4/6/2015 5:29	P15018000	"(35.82828575737367, -78.66500132940948)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 20:33	P15017959	"(35.785266421759495, -78.61350976881216)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 17:03	P15017933	"(35.84146929443966, -78.6840148512465)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 5:01	P15017868	"(35.784498462238545, -78.69057072950065)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 3:47	P15017862	"(35.871373114382514, -78.62177843374045)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 3:33	P15017863	"(35.78008549444422, -78.61732054916264)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 3:10	P15017856	"(35.78232604799604, -78.57378149061147)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 2:50	P15017855	"(35.78762758126288, -78.64499427219523)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 1:21	P15017845	"(35.804732923066375, -78.64600995692008)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 0:57	P15017860	"(35.835459674059535, -78.6020890512948)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 0:27	P15017838	"(35.83395870067727, -78.71269604344003)"
71A	Traffic/DWI (Driving While Impaired)	4/5/2015 0:26	P15017854	"(35.84140225901156, -78.64359029284823)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 23:58	P15017827	"(35.82115696949956, -78.66412805773814)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 23:04	P15017820	"(35.850989313861454, -78.60549909686671)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 22:59	P15017833	"(35.863896243629675, -78.69756023701804)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 18:25	P15017779	"(35.74560349442391, -78.64817762763276)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 5:28	P15017665	"(35.78330714696799, -78.72415221502352)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 4:03	P15017659	"(35.86379399705217, -78.58210634233787)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 3:25	P15017662	"(35.86674274018776, -78.71632748547738)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 3:19	P15017650	"(35.879124889000025, -78.64222115099994)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 3:07	P15017649	"(35.855539959687846, -78.58123067506551)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 2:52	P15017664	"(35.785564320910936, -78.64567916759071)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 2:41	P15017657	"(35.81638508044679, -78.65929458049196)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 1:34	P15017797	"(35.83763964766311, -78.6124535104937)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 1:07	P15017637	"(35.79774168274198, -78.56298788765055)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 0:26	P15017626	"(35.7614484296609, -78.64910069706468)"
71A	Traffic/DWI (Driving While Impaired)	4/4/2015 0:00	P15017624	"(35.80680975577497, -78.61589459699002)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 23:43	P15017645	"(35.82975638454166, -78.66664921275776)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 23:17	P15017619	"(35.79918557494561, -78.56903796493745)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 21:24	P15017606	"(35.77482243364806, -78.65632689812851)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 21:13	P15017601	"(35.773577108748, -78.64376104957528)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 5:24	P15017455	"(35.852285435768, -78.64271590706457)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 4:00	P15017452	"(35.76567846294296, -78.55957333792426)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 3:09	P15017446	"(35.78934202067505, -78.64824506574656)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 1:05	P15017437	"(35.769813113442346, -78.63955409813839)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 0:48	P15017434	"(35.93463909576268, -78.57705271630957)"
71A	Traffic/DWI (Driving While Impaired)	4/3/2015 0:08	P15017426	"(35.77827048025563, -78.60826587734226)"
71A	Traffic/DWI (Driving While Impaired)	4/2/2015 23:57	P15017431	"(35.83650110683503, -78.6713827715216)"
71A	Traffic/DWI (Driving While Impaired)	4/2/2015 23:37	P15017423	"(35.862333406724794, -78.69580353177427)"
71A	Traffic/DWI (Driving While Impaired)	4/2/2015 22:56	P15017420	"(35.78379609911817, -78.68273731610806)"
71A	Traffic/DWI (Driving While Impaired)	4/2/2015 3:47	P15017241	"(35.87282339563279, -78.62224871211957)"
71A	Traffic/DWI (Driving While Impaired)	4/2/2015 2:39	P15017243	"(35.77965311303455, -78.60581576046943)"
71A	Traffic/DWI (Driving While Impaired)	4/2/2015 1:53	P15017232	"(35.819147451407595, -78.62429395425718)"
71A	Traffic/DWI (Driving While Impaired)	4/2/2015 0:10	P15017223	"(35.85052166269647, -78.64355826480548)"
71A	Traffic/DWI (Driving While Impaired)	4/1/2015 23:02	P15017216	"(35.801284380574764, -78.68538100255235)"
71A	Traffic/DWI (Driving While Impaired)	4/1/2015 20:34	P15017206	"(35.85606302110431, -78.5666780378986)"
71A	Traffic/DWI (Driving While Impaired)	4/1/2015 8:39	P15017070	"(35.81799870430318, -78.5953697950813)"
71A	Traffic/DWI (Driving While Impaired)	4/1/2015 3:11	P15017036	"(35.846089863667444, -78.58953289448385)"
71A	Traffic/DWI (Driving While Impaired)	3/31/2015 21:33	P15017003	"(35.80099291685674, -78.64372210101135)"
71A	Traffic/DWI (Driving While Impaired)	3/31/2015 18:21	P15016970	"(35.76721481611412, -78.7358062811088)"
71A	Traffic/DWI (Driving While Impaired)	3/31/2015 5:57	P15016813	"(35.735337612821205, -78.6624251937846)"
71A	Traffic/DWI (Driving While Impaired)	3/31/2015 2:53	P15016810	"(35.80269478691045, -78.55701586961861)"
71A	Traffic/DWI (Driving While Impaired)	3/30/2015 3:43	P15016599	"(35.77739090170386, -78.56073047645451)"
71A	Traffic/DWI (Driving While Impaired)	3/30/2015 1:23	P15016593	"(35.91764753376995, -78.78918817002486)"
71A	Traffic/DWI (Driving While Impaired)	3/30/2015 0:17	P15016587	"(35.84677962216493, -78.55444097829354)"
71A	Traffic/DWI (Driving While Impaired)	3/29/2015 20:19	P15016562	"(35.83550464321868, -78.66888801328115)"
71A	Traffic/DWI (Driving While Impaired)	3/29/2015 6:22	P15016479	"(35.862131285183274, -78.54979966378984)"
71A	Traffic/DWI (Driving While Impaired)	3/29/2015 5:14	P15016478	"(35.82428774814807, -78.58793408247053)"
71A	Traffic/DWI (Driving While Impaired)	3/29/2015 5:01	P15016482	"(35.73321277768235, -78.57452589259051)"
71A	Traffic/DWI (Driving While Impaired)	3/29/2015 2:44	P15016456	"(35.79032115543816, -78.64695742898427)"
71A	Traffic/DWI (Driving While Impaired)	3/29/2015 2:16	P15016453	"(35.832212441173304, -78.63676415934269)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 23:49	P15016433	"(35.787498584249136, -78.63970219761015)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 14:01	P15016368	"(35.89035746115038, -78.6465633688273)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 4:23	P15016290	"(35.84907987145386, -78.64407088144229)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 3:35	P15016296	"(35.757595430825745, -78.61314276571505)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 3:18	P15016298	"(35.879912721013774, -78.57295851597351)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 2:58	P15016284	"(35.78878583863417, -78.66797434903164)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 2:16	P15016273	"(35.783640420135484, -78.69380793494517)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 2:01	P15016274	"(35.78875465756339, -78.60289232444413)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 1:53	P15016289	"(35.83565094339922, -78.66963907042701)"
71A	Traffic/DWI (Driving While Impaired)	3/28/2015 0:59	P15016268	"(35.83589358633048, -78.67004374326233)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 23:33	P15016272	"(35.86898195050879, -78.63944194233619)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 23:22	P15016251	"(35.778994676266265, -78.60259832996198)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 22:55	P15016244	"(35.798636747731486, -78.5627594222161)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 18:01	P15016191	"(35.85596952462379, -78.64063843875083)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 11:30	P15016117	"(35.82550914173398, -78.62188740476357)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 3:11	P15016066	"(35.782664782236665, -78.64223757651824)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 2:49	P15016070	"(35.801249606764, -78.62187440636984)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 2:22	P15016072	"(35.80080031487839, -78.63235067906959)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 1:46	P15016069	"(35.75748345383499, -78.70088017510668)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 1:21	P15016058	"(35.78863847855719, -78.64962874483359)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 1:03	P15016056	
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 0:28	P15016063	"(35.78058605255558, -78.6557894987046)"
71A	Traffic/DWI (Driving While Impaired)	3/27/2015 0:27	P15016051	"(35.796173998506305, -78.64186880797847)"
71A	Traffic/DWI (Driving While Impaired)	3/26/2015 21:54	P15016034	"(35.78863624695877, -78.64780237735127)"
71A	Traffic/DWI (Driving While Impaired)	3/26/2015 20:28	P15016018	"(35.81985203208025, -78.6192618759787)"
71A	Traffic/DWI (Driving While Impaired)	3/26/2015 15:32	P15015960	"(35.79338227534972, -78.54909815670648)"
71A	Traffic/DWI (Driving While Impaired)	3/26/2015 2:59	P15015883	"(35.84629973982981, -78.59769168435811)"
71A	Traffic/DWI (Driving While Impaired)	3/25/2015 20:32	P15015863	"(35.85518512801273, -78.64185538463741)"
71A	Traffic/DWI (Driving While Impaired)	3/25/2015 19:38	P15015820	"(35.82865539223633, -78.55968618922182)"
71A	Traffic/DWI (Driving While Impaired)	3/25/2015 9:02	P15015730	"(35.81842500396619, -78.62468255484673)"
71A	Traffic/DWI (Driving While Impaired)	3/25/2015 2:49	P15015686	"(35.815992908550385, -78.65615585299068)"
71A	Traffic/DWI (Driving While Impaired)	3/24/2015 22:52	P15015684	"(35.87352044046489, -78.57845413329729)"
71A	Traffic/DWI (Driving While Impaired)	3/24/2015 1:42	P15015485	"(35.87367337860953, -78.6793885776073)"
71A	Traffic/DWI (Driving While Impaired)	3/24/2015 1:33	P15015483	"(35.81805467090773, -78.59539564801045)"
71A	Traffic/DWI (Driving While Impaired)	3/23/2015 23:55	P15015475	"(35.83596168387099, -78.66982895594421)"
71A	Traffic/DWI (Driving While Impaired)	3/23/2015 2:32	P15015307	"(35.80799010765652, -78.62490666274218)"
71A	Traffic/DWI (Driving While Impaired)	3/23/2015 2:26	P15015308	"(35.79794633320854, -78.57652649156464)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 23:43	P15015296	"(35.82890373419163, -78.61958396996603)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 22:26	P15015290	"(35.811876821414934, -78.56729499646728)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 21:49	P15015288	"(35.76442380667243, -78.6306600089679)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 21:34	P15015283	"(35.836123577925825, -78.60196751779006)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 17:04	P15015253	"(35.735872752823354, -78.64013846177417)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 4:13	P15015186	"(35.84589744538841, -78.52383601933442)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 3:25	P15015177	"(35.76833871869903, -78.636675718763)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 3:10	P15015174	"(35.78577113450258, -78.6456671126674)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 2:45	P15015171	"(35.89132480059212, -78.6272840569106)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 2:39	P15015190	"(35.76082045468341, -78.64874190792759)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 2:18	P15015168	"(35.821411778080865, -78.61126730369483)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 2:18	P15015167	"(35.815330238898596, -78.56638395490673)"
71A	Traffic/DWI (Driving While Impaired)	3/22/2015 0:41	P15015153	"(35.886564275577456, -78.66697336877694)"
71A	Traffic/DWI (Driving While Impaired)	3/21/2015 21:50	P15015134	"(35.73352685552094, -78.56068298808859)"
71A	Traffic/DWI (Driving While Impaired)	3/21/2015 20:12	P15015119	"(35.82628751800008, -78.60462911799993)"
71A	Traffic/DWI (Driving While Impaired)	3/21/2015 5:18	P15015023	"(35.91362074031934, -78.78334700837517)"
71A	Traffic/DWI (Driving While Impaired)	3/21/2015 4:21	P15015011	"(35.779926784980034, -78.64833538667678)"
71A	Traffic/DWI (Driving While Impaired)	3/21/2015 3:41	P15015009	"(35.82345850827054, -78.62226765626178)"
71A	Traffic/DWI (Driving While Impaired)	3/21/2015 3:11	P15015010	"(35.88075729027753, -78.62562805220726)"
71A	Traffic/DWI (Driving While Impaired)	3/21/2015 3:07	P15015003	"(35.780639218263204, -78.64549784796537)"
71A	Traffic/DWI (Driving While Impaired)	3/21/2015 1:47	P15014987	"(35.78042961103544, -78.64909283264494)"
71A	Traffic/DWI (Driving While Impaired)	3/20/2015 2:12	P15014803	"(35.816088186154914, -78.65733433713498)"
71A	Traffic/DWI (Driving While Impaired)	3/20/2015 1:43	P15014802	"(35.8714994647781, -78.62181940429846)"
71A	Traffic/DWI (Driving While Impaired)	3/19/2015 23:29	P15014794	"(35.78603416800007, -78.69150728399995)"
71A	Traffic/DWI (Driving While Impaired)	3/19/2015 5:44	P15014609	"(35.77266651554633, -78.60004038018009)"
71A	Traffic/DWI (Driving While Impaired)	3/19/2015 2:53	P15014601	"(35.90946858330492, -78.78839532734952)"
71A	Traffic/DWI (Driving While Impaired)	3/18/2015 22:44	P15014588	"(35.846630062785195, -78.5800364929863)"
71A	Traffic/DWI (Driving While Impaired)	3/18/2015 3:50	P15014395	"(35.767441248579125, -78.62031265309972)"
71A	Traffic/DWI (Driving While Impaired)	3/18/2015 2:13	P15014385	"(35.8813064237446, -78.62543888950158)"
71A	Traffic/DWI (Driving While Impaired)	3/17/2015 1:19	P15014139	"(35.87502408717272, -78.64462882682236)"
71A	Traffic/DWI (Driving While Impaired)	3/16/2015 2:54	P15013940	"(35.78251854582294, -78.59330217919302)"
71A	Traffic/DWI (Driving While Impaired)	3/16/2015 1:27	P15013941	"(35.794817123623666, -78.58227670991177)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 12:36	P15013843	"(35.7739541731532, -78.62772161934946)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 5:33	P15013814	"(35.80237555807137, -78.61950993819663)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 5:15	P15013812	"(35.793495705651836, -78.70568320197793)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 3:26	P15013894	"(35.806791283064584, -78.61590833599658)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 3:25	P15013800	"(35.81937316627106, -78.66351158098729)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 2:32	P15013796	"(35.78148918673721, -78.65295568757473)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 1:42	P15013793	"(35.81095572935474, -78.61232496155839)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 0:56	P15013802	"(35.782220241746074, -78.65453641628429)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 0:50	P15013786	"(35.912766993956524, -78.7824704768151)"
71A	Traffic/DWI (Driving While Impaired)	3/15/2015 0:46	P15013809	"(35.836472704968386, -78.60190360615618)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 18:22	P15013717	"(35.800814260737226, -78.62125339141284)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 13:02	P15013656	"(35.79486150368838, -78.58310605958461)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 6:04	P15013613	"(35.74944080338478, -78.64889511700697)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 4:18	P15013605	"(35.80388614894606, -78.62052067048407)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 3:20	P15013614	"(35.80082061188912, -78.62537060046809)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 3:12	P15013596	"(35.813326456282624, -78.61888447145259)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 3:10	P15013600	"(35.897734716128234, -78.60913875733992)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 3:05	P15013594	"(35.8103492710576, -78.61280641756888)"
71A	Traffic/DWI (Driving While Impaired)	3/14/2015 0:50	P15013591	"(35.84551516064988, -78.57434288648807)"
71A	Traffic/DWI (Driving While Impaired)	3/13/2015 17:45	P15013515	"(35.88274744494172, -78.6642320937736)"
71A	Traffic/DWI (Driving While Impaired)	3/13/2015 3:48	P15013391	"(35.81316984334486, -78.65056473737168)"
71A	Traffic/DWI (Driving While Impaired)	3/13/2015 3:03	P15013387	"(35.76210252082273, -78.64925401900243)"
71A	Traffic/DWI (Driving While Impaired)	3/13/2015 2:57	P15013388	"(35.78137478187281, -78.69382751013976)"
71A	Traffic/DWI (Driving While Impaired)	3/13/2015 2:47	P15013386	"(35.783884230268825, -78.72190506972963)"
71A	Traffic/DWI (Driving While Impaired)	3/13/2015 1:07	P15013377	"(35.86449392879303, -78.61937519853593)"
71A	Traffic/DWI (Driving While Impaired)	3/12/2015 22:22	P15013362	"(35.792852767613, -78.74464555273615)"
71A	Traffic/DWI (Driving While Impaired)	3/12/2015 3:41	P15013182	
71A	Traffic/DWI (Driving While Impaired)	3/12/2015 2:42	P15013177	"(35.80081957709624, -78.63282831524681)"
71A	Traffic/DWI (Driving While Impaired)	3/12/2015 2:28	P15013175	"(35.78489677689221, -78.64673956138392)"
71A	Traffic/DWI (Driving While Impaired)	3/12/2015 1:59	P15013173	"(35.77965875627835, -78.60569974718774)"
